Contest,Candidate Issue,Party,Precinct Name,Total Votes,% of Total Votes
President and Vice President,Gloria La Riva,PSL,Precinct 110,0,0.00
President and Vice President,Gloria La Riva,PSL,Precinct 111,1,0.04
President and Vice President,Gloria La Riva,PSL,Precinct 112,6,0.11
President and Vice President,Gloria La Riva,PSL,Precinct 113,1,0.09
President and Vice President,Gloria La Riva,PSL,Precinct 114,0,0.00
President and Vice President,Howie Hawkins,GRE,Precinct 1,3,0.08
President and Vice President,Howie Hawkins,GRE,Precinct 3,5,0.18
President and Vice President,Howie Hawkins,GRE,Precinct 5,2,0.08
President and Vice President,Howie Hawkins,GRE,Precinct 6,3,0.21
President and Vice President,Howie Hawkins,GRE,Precinct 7,7,0.14
President and Vice President,Howie Hawkins,GRE,Precinct 11,0,0.00
President and Vice President,Howie Hawkins,GRE,Precinct 14,1,0.06
President and Vice President,Howie Hawkins,GRE,Precinct 15,1,0.05
President and Vice President,Howie Hawkins,GRE,Precinct 18,0,0.00
President and Vice President,Howie Hawkins,GRE,Precinct 19,3,0.09
President and Vice President,Howie Hawkins,GRE,Precinct 21,5,0.20
President and Vice President,Howie Hawkins,GRE,Precinct 22,1,0.12
President and Vice President,Howie Hawkins,GRE,Precinct 23,0,0.00
President and Vice President,Howie Hawkins,GRE,Precinct 24,6,0.21
President and Vice President,Howie Hawkins,GRE,Precinct 25,1,0.09
President and Vice President,Howie Hawkins,GRE,Precinct 26,6,0.12
President and Vice President,Howie Hawkins,GRE,Precinct 28,1,0.05
President and Vice President,Howie Hawkins,GRE,Precinct 29,2,0.14
President and Vice President,Howie Hawkins,GRE,Precinct 30,1,0.05
President and Vice President,Howie Hawkins,GRE,Precinct 31,4,0.26
President and Vice President,Howie Hawkins,GRE,Precinct 32,1,0.21
President and Vice President,Howie Hawkins,GRE,Precinct 33,1,0.10
President and Vice President,Howie Hawkins,GRE,Precinct 34,5,0.28
President and Vice President,Howie Hawkins,GRE,Precinct 35,1,0.05
President and Vice President,Howie Hawkins,GRE,Precinct 36,9,0.34
President and Vice President,Howie Hawkins,GRE,Precinct 38,7,0.22
President and Vice President,Howie Hawkins,GRE,Precinct 40,1,0.07
President and Vice President,Howie Hawkins,GRE,Precinct 41,4,0.20
President and Vice President,Howie Hawkins,GRE,Precinct 42,7,0.29
President and Vice President,Howie Hawkins,GRE,Precinct 43,5,0.11
President and Vice President,Howie Hawkins,GRE,Precinct 46,2,0.09
President and Vice President,Howie Hawkins,GRE,Precinct 47,3,0.29
President and Vice President,Howie Hawkins,GRE,Precinct 48,1,0.09
President and Vice President,Howie Hawkins,GRE,Precinct 49,2,0.15
President and Vice President,Howie Hawkins,GRE,Precinct 50,1,0.20
President and Vice President,Howie Hawkins,GRE,Precinct 51,4,0.15
President and Vice President,Howie Hawkins,GRE,Precinct 54,2,0.11
President and Vice President,Howie Hawkins,GRE,Precinct 55,3,0.17
President and Vice President,Howie Hawkins,GRE,Precinct 56,8,0.50
President and Vice President,Howie Hawkins,GRE,Precinct 58,1,0.11
President and Vice President,Howie Hawkins,GRE,Precinct 60,1,0.14
President and Vice President,Howie Hawkins,GRE,Precinct 61,6,0.27
President and Vice President,Howie Hawkins,GRE,Precinct 62,6,0.24
President and Vice President,Howie Hawkins,GRE,Precinct 63,0,0.00
President and Vice President,Howie Hawkins,GRE,Precinct 64,3,0.13
President and Vice President,Howie Hawkins,GRE,Precinct 67,2,0.04
President and Vice President,Howie Hawkins,GRE,Precinct 68,2,0.11
President and Vice President,Howie Hawkins,GRE,Precinct 69,5,0.13
President and Vice President,Howie Hawkins,GRE,Precinct 70,8,0.37
President and Vice President,Howie Hawkins,GRE,Precinct 71,2,0.14
President and Vice President,Howie Hawkins,GRE,Precinct 72,3,0.40
President and Vice President,Howie Hawkins,GRE,Precinct 73,5,0.15
President and Vice President,Howie Hawkins,GRE,Precinct 74,10,0.22
President and Vice President,Howie Hawkins,GRE,Precinct 75,8,0.26
President and Vice President,Howie Hawkins,GRE,Precinct 77,3,0.20
President and Vice President,Howie Hawkins,GRE,Precinct 80,1,0.11
President and Vice President,Howie Hawkins,GRE,Precinct 82,2,0.29
President and Vice President,Howie Hawkins,GRE,Precinct 83,6,0.33
President and Vice President,Howie Hawkins,GRE,Precinct 86,3,0.13
President and Vice President,Howie Hawkins,GRE,Precinct 88,1,0.07
President and Vice President,Howie Hawkins,GRE,Precinct 90,1,0.09
President and Vice President,Howie Hawkins,GRE,Precinct 91,8,0.17
President and Vice President,Howie Hawkins,GRE,Precinct 94,0,0.00
President and Vice President,Howie Hawkins,GRE,Precinct 95,1,0.06
President and Vice President,Howie Hawkins,GRE,Precinct 97,0,0.00
President and Vice President,Howie Hawkins,GRE,Precinct 98,4,0.15
President and Vice President,Howie Hawkins,GRE,Precinct 99,1,0.08
President and Vice President,Howie Hawkins,GRE,Precinct 101,1,0.05
President and Vice President,Howie Hawkins,GRE,Precinct 102,1,0.05
President and Vice President,Howie Hawkins,GRE,Precinct 103,2,0.12
President and Vice President,Howie Hawkins,GRE,Precinct 104,4,0.25
President and Vice President,Howie Hawkins,GRE,Precinct 105,5,0.12
President and Vice President,Howie Hawkins,GRE,Precinct 106,1,0.06
President and Vice President,Howie Hawkins,GRE,Precinct 107,9,0.26
President and Vice President,Howie Hawkins,GRE,Precinct 108,4,0.13
President and Vice President,Howie Hawkins,GRE,Precinct 110,0,0.00
President and Vice President,Howie Hawkins,GRE,Precinct 111,5,0.19
President and Vice President,Howie Hawkins,GRE,Precinct 112,7,0.13
President and Vice President,Howie Hawkins,GRE,Precinct 113,0,0.00
President and Vice President,Howie Hawkins,GRE,Precinct 114,5,0.21
President and Vice President,Don Blankenship,CPF,Precinct 1,1,0.03
President and Vice President,Don Blankenship,CPF,Precinct 3,4,0.14
President and Vice President,Don Blankenship,CPF,Precinct 5,2,0.08
President and Vice President,Don Blankenship,CPF,Precinct 6,2,0.14
President and Vice President,Don Blankenship,CPF,Precinct 7,0,0.00
President and Vice President,Don Blankenship,CPF,Precinct 11,1,0.11
President and Vice President,Don Blankenship,CPF,Precinct 14,0,0.00
President and Vice President,Don Blankenship,CPF,Precinct 15,0,0.00
President and Vice President,Don Blankenship,CPF,Precinct 18,0,0.00
President and Vice President,Don Blankenship,CPF,Precinct 19,4,0.12
President and Vice President,Don Blankenship,CPF,Precinct 21,0,0.00
President and Vice President,Don Blankenship,CPF,Precinct 22,0,0.00
President and Vice President,Don Blankenship,CPF,Precinct 23,0,0.00
President and Vice President,Don Blankenship,CPF,Precinct 24,2,0.07
President and Vice President,Don Blankenship,CPF,Precinct 25,0,0.00
President and Vice President,Don Blankenship,CPF,Precinct 26,5,0.10
President and Vice President,Don Blankenship,CPF,Precinct 28,4,0.21
President and Vice President,Don Blankenship,CPF,Precinct 29,0,0.00
President and Vice President,Don Blankenship,CPF,Precinct 30,2,0.09
President and Vice President,Don Blankenship,CPF,Precinct 31,1,0.06
President and Vice President,Don Blankenship,CPF,Precinct 32,0,0.00
President and Vice President,Don Blankenship,CPF,Precinct 33,0,0.00
President and Vice President,Don Blankenship,CPF,Precinct 34,0,0.00
President and Vice President,Don Blankenship,CPF,Precinct 35,0,0.00
President and Vice President,Don Blankenship,CPF,Precinct 36,0,0.00
President and Vice President,Don Blankenship,CPF,Precinct 38,1,0.03
President and Vice President,Don Blankenship,CPF,Precinct 40,1,0.07
President and Vice President,Don Blankenship,CPF,Precinct 41,0,0.00
President and Vice President,Don Blankenship,CPF,Precinct 42,1,0.04
President and Vice President,Don Blankenship,CPF,Precinct 43,4,0.09
President and Vice President,Don Blankenship,CPF,Precinct 46,1,0.05
President and Vice President,Don Blankenship,CPF,Precinct 47,1,0.10
President and Vice President,Don Blankenship,CPF,Precinct 48,0,0.00
President and Vice President,Don Blankenship,CPF,Precinct 49,1,0.07
President and Vice President,Don Blankenship,CPF,Precinct 50,0,0.00
President and Vice President,Don Blankenship,CPF,Precinct 51,0,0.00
President and Vice President,Don Blankenship,CPF,Precinct 54,3,0.17
President and Vice President,Don Blankenship,CPF,Precinct 55,1,0.06
President and Vice President,Don Blankenship,CPF,Precinct 56,0,0.00
President and Vice President,Don Blankenship,CPF,Precinct 58,0,0.00
President and Vice President,Don Blankenship,CPF,Precinct 60,1,0.14
President and Vice President,Don Blankenship,CPF,Precinct 61,0,0.00
President and Vice President,Don Blankenship,CPF,Precinct 62,4,0.16
President and Vice President,Don Blankenship,CPF,Precinct 63,0,0.00
President and Vice President,Don Blankenship,CPF,Precinct 64,1,0.04
President and Vice President,Don Blankenship,CPF,Precinct 67,0,0.00
President and Vice President,Don Blankenship,CPF,Precinct 68,2,0.11
President and Vice President,Don Blankenship,CPF,Precinct 69,3,0.08
President and Vice President,Don Blankenship,CPF,Precinct 70,1,0.05
President and Vice President,Don Blankenship,CPF,Precinct 71,0,0.00
President and Vice President,Don Blankenship,CPF,Precinct 72,0,0.00
President and Vice President,Don Blankenship,CPF,Precinct 73,1,0.03
President and Vice President,Don Blankenship,CPF,Precinct 74,0,0.00
President and Vice President,Don Blankenship,CPF,Precinct 75,1,0.03
President and Vice President,Don Blankenship,CPF,Precinct 77,0,0.00
President and Vice President,Don Blankenship,CPF,Precinct 80,0,0.00
President and Vice President,Don Blankenship,CPF,Precinct 82,1,0.15
President and Vice President,Don Blankenship,CPF,Precinct 83,3,0.17
President and Vice President,Don Blankenship,CPF,Precinct 86,3,0.13
President and Vice President,Don Blankenship,CPF,Precinct 88,2,0.13
President and Vice President,Don Blankenship,CPF,Precinct 90,1,0.09
President and Vice President,Don Blankenship,CPF,Precinct 91,1,0.02
President and Vice President,Don Blankenship,CPF,Precinct 94,1,0.04
President and Vice President,Don Blankenship,CPF,Precinct 95,0,0.00
President and Vice President,Don Blankenship,CPF,Precinct 97,1,0.07
President and Vice President,Don Blankenship,CPF,Precinct 98,1,0.04
President and Vice President,Don Blankenship,CPF,Precinct 99,3,0.25
President and Vice President,Don Blankenship,CPF,Precinct 101,0,0.00
President and Vice President,Don Blankenship,CPF,Precinct 102,0,0.00
President and Vice President,Don Blankenship,CPF,Precinct 103,0,0.00
President and Vice President,Don Blankenship,CPF,Precinct 104,6,0.37
President and Vice President,Don Blankenship,CPF,Precinct 105,0,0.00
President and Vice President,Don Blankenship,CPF,Precinct 106,1,0.06
President and Vice President,Don Blankenship,CPF,Precinct 107,0,0.00
President and Vice President,Don Blankenship,CPF,Precinct 108,1,0.03
President and Vice President,Don Blankenship,CPF,Precinct 110,1,0.07
President and Vice President,Don Blankenship,CPF,Precinct 111,2,0.08
President and Vice President,Don Blankenship,CPF,Precinct 112,3,0.06
President and Vice President,Don Blankenship,CPF,Precinct 113,1,0.09
President and Vice President,Don Blankenship,CPF,Precinct 114,4,0.17
President and Vice President,WRITE-IN,NON,Precinct 1,22,0.56
President and Vice President,WRITE-IN,NON,Precinct 3,5,0.18
President and Vice President,WRITE-IN,NON,Precinct 5,6,0.24
President and Vice President,WRITE-IN,NON,Precinct 6,1,0.07
President and Vice President,WRITE-IN,NON,Precinct 7,17,0.33
President and Vice President,WRITE-IN,NON,Precinct 11,2,0.21
President and Vice President,WRITE-IN,NON,Precinct 14,3,0.19
President and Vice President,WRITE-IN,NON,Precinct 15,12,0.65
President and Vice President,WRITE-IN,NON,Precinct 18,1,0.21
President and Vice President,WRITE-IN,NON,Precinct 19,9,0.26
President and Vice President,WRITE-IN,NON,Precinct 21,7,0.28
President and Vice President,WRITE-IN,NON,Precinct 22,0,0.00
President and Vice President,WRITE-IN,NON,Precinct 23,0,0.00
President and Vice President,WRITE-IN,NON,Precinct 24,11,0.38
President and Vice President,WRITE-IN,NON,Precinct 25,4,0.37
President and Vice President,WRITE-IN,NON,Precinct 26,11,0.23
President and Vice President,WRITE-IN,NON,Precinct 28,4,0.21
President and Vice President,WRITE-IN,NON,Precinct 29,5,0.34
President and Vice President,WRITE-IN,NON,Precinct 30,7,0.33
President and Vice President,WRITE-IN,NON,Precinct 31,8,0.51
President and Vice President,WRITE-IN,NON,Precinct 32,6,1.24
President and Vice President,WRITE-IN,NON,Precinct 33,2,0.20
President and Vice President,WRITE-IN,NON,Precinct 34,3,0.17
President and Vice President,WRITE-IN,NON,Precinct 35,6,0.32
President and Vice President,WRITE-IN,NON,Precinct 36,1,0.04
President and Vice President,WRITE-IN,NON,Precinct 38,13,0.41
President and Vice President,WRITE-IN,NON,Precinct 40,7,0.48
President and Vice President,WRITE-IN,NON,Precinct 41,7,0.35
President and Vice President,WRITE-IN,NON,Precinct 42,15,0.62
President and Vice President,WRITE-IN,NON,Precinct 43,13,0.28
President and Vice President,WRITE-IN,NON,Precinct 46,9,0.41
President and Vice President,WRITE-IN,NON,Precinct 47,1,0.10
President and Vice President,WRITE-IN,NON,Precinct 48,5,0.43
President and Vice President,WRITE-IN,NON,Precinct 49,2,0.15
President and Vice President,WRITE-IN,NON,Precinct 50,2,0.39
President and Vice President,WRITE-IN,NON,Precinct 51,8,0.30
President and Vice President,WRITE-IN,NON,Precinct 54,3,0.17
President and Vice President,WRITE-IN,NON,Precinct 55,2,0.11
President and Vice President,WRITE-IN,NON,Precinct 56,3,0.19
President and Vice President,WRITE-IN,NON,Precinct 58,1,0.11
President and Vice President,WRITE-IN,NON,Precinct 60,1,0.14
President and Vice President,WRITE-IN,NON,Precinct 61,4,0.18
President and Vice President,WRITE-IN,NON,Precinct 62,3,0.12
President and Vice President,WRITE-IN,NON,Precinct 63,2,0.25
President and Vice President,WRITE-IN,NON,Precinct 64,4,0.18
President and Vice President,WRITE-IN,NON,Precinct 67,20,0.41
President and Vice President,WRITE-IN,NON,Precinct 68,3,0.16
President and Vice President,WRITE-IN,NON,Precinct 69,4,0.11
President and Vice President,WRITE-IN,NON,Precinct 70,4,0.18
President and Vice President,WRITE-IN,NON,Precinct 71,3,0.21
President and Vice President,WRITE-IN,NON,Precinct 72,8,1.07
President and Vice President,WRITE-IN,NON,Precinct 73,10,0.31
President and Vice President,WRITE-IN,NON,Precinct 74,7,0.15
President and Vice President,WRITE-IN,NON,Precinct 75,11,0.36
President and Vice President,WRITE-IN,NON,Precinct 77,7,0.46
President and Vice President,WRITE-IN,NON,Precinct 80,3,0.34
President and Vice President,WRITE-IN,NON,Precinct 82,4,0.58
President and Vice President,WRITE-IN,NON,Precinct 83,10,0.56
President and Vice President,WRITE-IN,NON,Precinct 86,6,0.26
President and Vice President,WRITE-IN,NON,Precinct 88,5,0.33
President and Vice President,WRITE-IN,NON,Precinct 90,6,0.53
President and Vice President,WRITE-IN,NON,Precinct 91,17,0.37
President and Vice President,WRITE-IN,NON,Precinct 94,14,0.58
President and Vice President,WRITE-IN,NON,Precinct 95,5,0.28
President and Vice President,WRITE-IN,NON,Precinct 97,4,0.27
President and Vice President,WRITE-IN,NON,Precinct 98,8,0.31
President and Vice President,WRITE-IN,NON,Precinct 99,3,0.25
President and Vice President,WRITE-IN,NON,Precinct 101,5,0.27
President and Vice President,WRITE-IN,NON,Precinct 102,9,0.43
President and Vice President,WRITE-IN,NON,Precinct 103,3,0.18
President and Vice President,WRITE-IN,NON,Precinct 104,3,0.19
President and Vice President,WRITE-IN,NON,Precinct 105,5,0.12
President and Vice President,WRITE-IN,NON,Precinct 106,4,0.25
President and Vice President,WRITE-IN,NON,Precinct 107,11,0.32
President and Vice President,WRITE-IN,NON,Precinct 108,11,0.37
President and Vice President,WRITE-IN,NON,Precinct 110,4,0.28
President and Vice President,WRITE-IN,NON,Precinct 111,10,0.39
President and Vice President,WRITE-IN,NON,Precinct 112,26,0.49
President and Vice President,WRITE-IN,NON,Precinct 113,3,0.27
